id,userid,text,datahora,modelo,sentimento,score,created_on
10827,2,"Vinho sem equilíbrio, acidez excessiva.",2024-06-06 08:53:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.147705,2025-09-18 14:42:47
10828,4,Notas de oxidação e sabor desequilibrado.,2024-08-01 03:53:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.081493,2025-08-31 17:44:05
10829,3,Notas de oxidação e sabor desequilibrado.,2023-11-15 00:27:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.049209,2024-03-24 21:45:03
10830,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-03-24 14:43:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.90614,2024-12-15 08:06:16
10831,3,"Comentário neutro, nada a destacar.",2024-06-10 20:51:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.520034,2025-04-25 04:21:33
10832,4,"Comentário neutro, nada a destacar.",2025-06-28 02:22:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.550774,2025-07-07 11:03:15
10833,2,"Muito abaixo das expectativas, dececionante.",2025-02-17 11:00:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.201683,2025-10-02 07:03:39
10834,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-01-18 13:13:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.735516,2025-02-20 03:25:44
10835,4,Acidez equilibrada e notas florais elegantes.,2024-11-23 11:48:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.840898,2025-04-08 04:17:52
10836,4,Notas de oxidação e sabor desequilibrado.,2023-10-07 00:59:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.270413,2024-07-02 15:08:39
10837,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-09-03 02:45:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.806041,2025-10-14 00:48:50
10838,2,Notas de oxidação e sabor desequilibrado.,2023-11-23 07:18:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.015398,2025-01-07 06:53:57
10839,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-06-19 05:19:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.702371,2024-11-16 21:34:09
10840,3,"Aroma frutado e agradável, final persistente.",2023-01-17 09:43:52,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.810669,2023-12-19 02:00:23
10841,1,"Aroma frutado e agradável, final persistente.",2023-10-31 03:25:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.853795,2024-05-19 01:00:22
10842,4,Acidez equilibrada e notas florais elegantes.,2024-12-08 18:40:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.743364,2025-03-05 16:56:18
10843,2,Acidez equilibrada e notas florais elegantes.,2023-03-21 09:52:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.852905,2025-02-12 20:24:04
10844,4,"Aroma frutado e agradável, final persistente.",2023-11-28 21:08:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.983563,2024-05-07 07:31:02
10845,4,"Taninos agressivos, difícil de apreciar.",2025-06-10 10:35:37,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.242695,2025-06-18 15:43:27
10846,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-01-08 20:02:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.895586,2025-09-14 22:06:59
10847,4,Notas de oxidação e sabor desequilibrado.,2024-04-26 15:33:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.044321,2025-10-13 09:18:43
10848,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-03-06 11:17:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.669731,2025-04-01 02:40:55
10849,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-07-24 19:23:04,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.976413,2025-10-22 16:05:30
10850,2,"Aroma frutado e agradável, final persistente.",2025-08-11 08:53:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.743553,2025-09-14 03:42:20
10851,2,"Cumpre o mínimo, sem se destacar.",2025-04-22 06:14:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.609718,2025-05-20 17:12:00
10852,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-07-09 10:11:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.757979,2025-07-20 09:13:59
10853,4,"Muito abaixo das expectativas, dececionante.",2024-06-29 07:40:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.181032,2024-07-04 12:13:14
10854,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-09-25 07:20:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.74134,2025-04-26 20:41:22
10855,3,"Muito abaixo das expectativas, dececionante.",2023-05-05 23:20:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.081352,2023-05-07 00:07:23
10856,4,"Vinho comum, sem grandes surpresas.",2024-03-17 08:00:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.460776,2024-09-04 21:46:25
10857,2,Acidez equilibrada e notas florais elegantes.,2025-06-19 02:57:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.698242,2025-10-27 19:43:01
10858,2,Notas de oxidação e sabor desequilibrado.,2023-08-18 14:06:24,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.137642,2024-07-27 15:20:27
10859,2,"Aroma frutado e agradável, final persistente.",2024-07-16 15:10:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.66716,2025-08-30 14:33:44
10860,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-09-04 07:37:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.893906,2025-10-18 11:14:39
10861,2,"Aroma frutado e agradável, final persistente.",2024-05-01 21:19:24,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.871115,2025-03-13 15:58:07
10862,3,"Aroma frutado e agradável, final persistente.",2023-12-10 01:49:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.661947,2025-09-09 21:21:11
10863,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-10-18 22:56:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.994526,2025-08-30 14:25:36
10864,4,"Taninos agressivos, difícil de apreciar.",2025-04-25 00:13:24,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.280596,2025-07-03 00:06:33
10865,4,"Avaliação neutra, qualidade média.",2024-06-14 05:00:26,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.413621,2024-11-10 21:08:14
10866,1,"Excelente vinho, recomendo vivamente.",2025-07-23 05:31:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.829698,2025-08-09 07:15:43
10867,1,"Excelente vinho, recomendo vivamente.",2025-09-29 20:31:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.952297,2025-10-07 08:12:05
10868,3,"Excelente vinho, recomendo vivamente.",2025-09-05 01:37:43,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.960241,2025-10-10 23:31:54
10869,4,Acidez equilibrada e notas florais elegantes.,2024-10-20 00:35:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.92158,2025-09-19 09:47:30
10870,4,"Aroma frutado e agradável, final persistente.",2025-07-10 08:27:51,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.80307,2025-10-26 05:13:50
10871,1,Acidez equilibrada e notas florais elegantes.,2024-10-25 15:19:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.844406,2025-02-18 13:20:01
10872,2,Notas de oxidação e sabor desequilibrado.,2024-06-22 09:15:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.066881,2024-11-02 06:24:11
10873,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-04-11 00:20:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.791556,2025-04-20 12:53:30
10874,2,"Excelente vinho, recomendo vivamente.",2024-11-13 23:55:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.685333,2025-06-15 22:12:40
10875,4,"Muito abaixo das expectativas, dececionante.",2023-08-30 05:41:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.152032,2024-11-26 17:21:57
10876,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-09-29 00:15:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.712912,2025-06-11 20:35:18
10877,3,"Taninos agressivos, difícil de apreciar.",2024-03-28 16:38:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.179668,2025-01-19 22:22:02
10878,3,"Excelente vinho, recomendo vivamente.",2025-08-27 19:04:15,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.662498,2025-10-02 05:21:42
10879,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-04-09 17:01:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.747929,2025-10-27 08:46:32
10880,4,"Aroma frutado e agradável, final persistente.",2023-05-24 05:10:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.752156,2024-12-30 00:00:45
10881,1,"Excelente vinho, recomendo vivamente.",2025-07-13 02:44:16,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.913147,2025-09-07 04:00:38
10882,1,"Vinho sem equilíbrio, acidez excessiva.",2024-06-14 20:37:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.241243,2025-08-03 13:04:12
10883,2,Aroma artificial e final amargo.,2024-07-16 09:49:15,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.271614,2024-10-09 20:18:06
10884,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-09-20 16:42:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.67952,2024-02-12 07:34:34
10885,1,"Excelente vinho, recomendo vivamente.",2024-07-21 10:57:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.727365,2025-03-17 19:49:30
10886,2,Acidez equilibrada e notas florais elegantes.,2024-12-16 09:21:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.873893,2025-05-06 12:10:58
10887,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-02-02 04:11:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.962554,2025-05-23 21:35:58
10888,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-08-27 19:28:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.68155,2023-12-08 02:49:23
10889,3,Acidez equilibrada e notas florais elegantes.,2024-12-14 01:47:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.734022,2025-01-09 13:06:24
10890,4,"Aroma frutado e agradável, final persistente.",2024-04-23 21:28:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.883649,2024-09-13 23:31:11
10891,2,"Aroma frutado e agradável, final persistente.",2025-07-06 19:58:57,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.849717,2025-08-05 15:25:17
10892,2,"Aroma frutado e agradável, final persistente.",2025-01-09 10:04:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.936921,2025-04-12 20:19:49
10893,2,"Vinho sem equilíbrio, acidez excessiva.",2023-07-17 05:17:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.284173,2025-04-28 07:10:12
10894,4,"Excelente vinho, recomendo vivamente.",2025-04-09 05:20:35,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.938391,2025-04-25 21:48:08
10895,3,"Excelente vinho, recomendo vivamente.",2023-06-07 15:00:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.750064,2025-06-18 19:40:42
10896,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-05-24 17:29:57,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.693619,2025-07-31 21:37:56
10897,1,"Excelente vinho, recomendo vivamente.",2025-03-19 23:16:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.895557,2025-08-03 04:28:05
10898,3,Aroma artificial e final amargo.,2023-08-15 21:13:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.268758,2024-04-05 13:28:02
10899,1,Notas de oxidação e sabor desequilibrado.,2025-10-28 03:53:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.148828,2025-10-28 12:30:57
10900,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-06-21 19:58:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.885259,2024-02-13 09:51:12
10901,2,Notas de oxidação e sabor desequilibrado.,2023-03-29 15:52:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.04139,2025-01-31 22:55:36
10902,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-07-19 01:31:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.978791,2025-03-02 13:58:17
10903,1,"Aroma frutado e agradável, final persistente.",2023-04-26 16:23:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.980271,2025-04-22 22:39:12
10904,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-06-11 06:30:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.727593,2025-02-23 22:15:37
10905,2,"Aroma frutado e agradável, final persistente.",2023-06-05 15:03:51,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.872374,2023-12-04 06:29:11
10906,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-06-06 02:07:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.95316,2025-06-10 00:16:31
10907,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-10-11 08:05:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.970311,2025-10-20 14:28:51
10908,1,"Taninos agressivos, difícil de apreciar.",2023-11-28 12:04:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.185795,2025-07-02 02:20:42
10909,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-04-29 04:57:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.861522,2025-10-18 10:35:51
10910,3,Acidez equilibrada e notas florais elegantes.,2023-10-19 21:11:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.697189,2024-03-30 16:29:41
10911,1,"Aroma frutado e agradável, final persistente.",2024-10-25 13:18:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.989851,2025-02-13 01:29:38
10912,2,"Excelente vinho, recomendo vivamente.",2025-03-10 22:28:04,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.74557,2025-05-08 15:53:38
10913,2,Acidez equilibrada e notas florais elegantes.,2025-03-08 03:18:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.714235,2025-07-19 14:57:41
10914,2,Aroma artificial e final amargo.,2025-01-27 01:27:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.31513,2025-03-10 09:44:43
10915,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-06-04 21:52:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.700092,2025-08-26 06:20:39
10916,3,Notas de oxidação e sabor desequilibrado.,2023-12-26 04:56:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.33058,2025-07-31 03:50:19
10917,2,"Taninos agressivos, difícil de apreciar.",2025-09-30 11:49:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.335098,2025-10-06 16:23:17
10918,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-06-23 01:28:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.83319,2025-01-17 16:20:26
10919,3,Aroma artificial e final amargo.,2024-04-06 15:41:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.116242,2025-03-01 08:25:27
10920,1,Aroma artificial e final amargo.,2023-03-25 17:06:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.301948,2023-12-06 04:04:50
10921,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-04-10 01:17:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.879709,2025-10-17 01:20:52
10922,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-05-19 00:57:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.857294,2025-07-28 15:17:52
10923,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-04-23 14:29:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.985745,2025-08-20 00:41:25
10924,3,"Excelente vinho, recomendo vivamente.",2024-07-07 04:14:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.946118,2025-08-10 09:58:15
10925,1,Acidez equilibrada e notas florais elegantes.,2024-09-04 20:35:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.721323,2025-07-10 07:24:05
10926,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-01-20 09:55:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.855488,2025-03-01 01:41:25
10927,4,"Taninos agressivos, difícil de apreciar.",2025-09-02 01:54:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.011247,2025-09-21 12:57:43
10928,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-06-13 14:10:13,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.773944,2025-04-25 03:40:56
10929,1,"Excelente vinho, recomendo vivamente.",2023-07-07 04:53:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.898677,2023-07-28 04:38:09
10930,2,Acidez equilibrada e notas florais elegantes.,2024-08-02 13:34:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.720135,2025-04-20 13:35:24
10931,4,"Muito abaixo das expectativas, dececionante.",2024-08-12 00:50:37,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.243978,2025-01-22 19:45:30
10932,4,"Muito abaixo das expectativas, dececionante.",2024-09-23 10:51:51,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.19582,2025-07-02 02:42:57
10933,3,Acidez equilibrada e notas florais elegantes.,2023-05-09 21:20:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.675493,2024-01-24 08:16:45
10934,4,Acidez equilibrada e notas florais elegantes.,2024-11-14 14:37:04,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.736842,2024-11-29 14:14:31
10935,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-03-12 12:24:10,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.683867,2024-05-23 19:49:19
10936,2,Acidez equilibrada e notas florais elegantes.,2024-07-26 23:26:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.963942,2024-10-15 07:20:45
10937,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-08-02 03:17:41,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.773134,2025-09-27 00:27:28
10938,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-08-28 02:21:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.832652,2025-04-15 12:59:34
10939,1,Notas de oxidação e sabor desequilibrado.,2023-12-09 07:19:10,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.042564,2024-05-20 05:30:37
10940,2,"Excelente vinho, recomendo vivamente.",2024-04-11 19:08:24,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.736275,2024-07-21 16:10:45
10941,4,Aroma artificial e final amargo.,2023-09-24 21:30:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.128474,2024-04-18 19:03:17
10942,3,"Muito abaixo das expectativas, dececionante.",2024-08-11 09:07:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.077524,2024-08-26 11:38:34
10943,4,Notas de oxidação e sabor desequilibrado.,2024-06-28 10:53:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.318784,2025-01-26 19:19:08
10944,3,"Vinho sem equilíbrio, acidez excessiva.",2023-02-22 10:07:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.325427,2024-05-26 07:22:18
10945,1,"Excelente vinho, recomendo vivamente.",2023-05-06 05:09:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.907767,2024-08-31 17:00:23
10946,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-11-03 04:37:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.864908,2025-08-25 15:50:09
10947,3,Notas de oxidação e sabor desequilibrado.,2024-06-16 12:50:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.017,2025-05-09 13:44:10
10948,4,"Excelente vinho, recomendo vivamente.",2024-11-30 04:02:35,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.861091,2025-10-29 03:30:46
10949,3,Acidez equilibrada e notas florais elegantes.,2023-11-26 23:44:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.681168,2025-01-16 17:23:11
10950,4,"Taninos agressivos, difícil de apreciar.",2024-02-28 23:35:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.229304,2025-02-21 15:36:28
10951,1,Acidez equilibrada e notas florais elegantes.,2025-10-26 10:10:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.838694,2025-10-29 07:09:49
10952,4,"Excelente vinho, recomendo vivamente.",2025-01-11 06:25:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.94588,2025-04-23 23:22:33
10953,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-01-30 01:24:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.925121,2025-02-20 07:49:42
10954,1,"Excelente vinho, recomendo vivamente.",2023-10-15 09:26:52,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.842945,2024-10-12 14:28:16
10955,4,Aroma artificial e final amargo.,2025-07-31 19:16:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.025102,2025-10-13 00:29:48
10956,3,"Excelente vinho, recomendo vivamente.",2025-07-03 03:56:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.932407,2025-08-05 05:17:12
10957,2,Aroma artificial e final amargo.,2025-08-26 12:11:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.222408,2025-09-19 06:58:13
10958,3,"Muito abaixo das expectativas, dececionante.",2025-04-25 18:56:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.029951,2025-09-11 08:53:04
10959,3,"Excelente vinho, recomendo vivamente.",2024-07-16 00:29:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.812245,2025-09-30 22:12:04
10960,2,"Muito abaixo das expectativas, dececionante.",2023-11-08 05:30:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.068704,2025-07-30 03:07:40
10961,4,"Aroma frutado e agradável, final persistente.",2025-02-28 18:34:31,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.857574,2025-09-09 11:18:09
10962,2,"Muito abaixo das expectativas, dececionante.",2024-09-19 10:10:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.306525,2025-03-31 15:38:00
10963,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-11-03 19:10:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.831697,2025-10-26 23:17:39
10964,3,"Taninos agressivos, difícil de apreciar.",2023-09-15 09:09:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.072822,2025-05-15 05:34:43
10965,3,"Aroma frutado e agradável, final persistente.",2023-07-11 18:00:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.764454,2024-11-04 20:18:17
10966,4,Acidez equilibrada e notas florais elegantes.,2025-06-27 11:37:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.967203,2025-07-27 15:32:27
10967,3,"Excelente vinho, recomendo vivamente.",2025-09-22 20:48:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.952725,2025-09-27 04:30:00
10968,1,"Aroma frutado e agradável, final persistente.",2024-12-14 18:05:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.882275,2025-05-25 07:42:49
10969,4,"Excelente vinho, recomendo vivamente.",2025-07-25 18:10:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.942744,2025-10-14 23:33:51
10970,4,"Aroma frutado e agradável, final persistente.",2023-04-13 08:01:56,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.881891,2023-09-14 10:55:06
10971,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-09-24 08:45:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.870314,2025-10-23 03:54:54
10972,2,"Aroma frutado e agradável, final persistente.",2023-06-14 17:07:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.940998,2025-08-29 01:05:04
10973,4,Aroma artificial e final amargo.,2025-08-22 17:37:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.108697,2025-09-27 02:57:50
10974,1,Notas de oxidação e sabor desequilibrado.,2023-10-24 12:01:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.13514,2025-02-16 04:41:59
10975,4,Aroma artificial e final amargo.,2024-09-07 18:17:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.233089,2025-08-29 20:18:34
10976,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-11-26 02:09:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.752166,2025-04-04 19:57:16
10977,1,"Taninos agressivos, difícil de apreciar.",2023-05-11 12:00:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.016742,2024-03-14 00:00:27
10978,1,"Excelente vinho, recomendo vivamente.",2023-12-10 14:43:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.897876,2024-07-06 09:01:13
